# WINGS                 Bar   Color                 logM2               
  J004244.64-093102.7   0     0.8689975738525391    10.625375244169046  
  J004153.09-093116.1   0     0.8680000305175781    10.33929838565996   
  J004258.74-093055.5   0     0.7830009460449219    10.152129265602381  
  J004208.62-093033.4   0     0.8419990539550781    9.669602295857363   
  J004241.56-092951.4   0     0.8819999694824219    9.568180599234875   
  J004118.38-092911.6   0     0.7829952239990234    10.168226336087585  
  J004138.00-092938.1   0     0.5960006713867188    9.37789062141333    
  J004042.20-092840.9   1     0.9010009765625       10.803470772492863  
  J004149.11-092902.6   1     0.9120006561279297    10.219754755668038  
  J004316.05-092910.5   0     0.8660030364990234    9.389017147228161   
  J004145.91-092844.1   0     0.9119949340820312    9.630592621405764   
  J004207.60-092835.4   0     0.8459987640380859    10.225180003005972  
  J004150.17-092547.3   0     0.8670015335083008    11.173072582053726  
  J004139.62-092731.3   0     0.9250068664550781    10.613607186650475  
  J004144.42-092624.7   1     0.6069984436035156    10.292324746496588  
  J004107.09-092653.4   0     0.8529987335205078    9.837714661974326   
  J003959.11-092604.0   1     0.6080036163330078    9.67182334328353    
  J004139.42-092452.5   1     0.9249973297119141    10.785909707858705  
  J004305.27-092532.9   0     0.9819984436035156    10.91233950747249   
  J004143.54-092530.5   0     0.9020023345947266    10.195002486395865  
  J004119.54-092508.5   0     0.9089984893798828    10.549420180836492  
  J004205.80-092504.9   0     0.8190021514892578    9.598818945009954   
  J004044.06-092358.7   1     0.9110012054443359    10.906219722927583  
  J004219.20-092315.7   1     0.8649978637695312    10.581083367384606  
  J004119.82-092327.3   0     0.6200027465820312    9.8867269847777     
  J004146.78-092312.9   0     0.9069976806640625    10.719036123386303  
  J004156.34-092256.7   0     0.8069992065429688    10.204665225402515  
  J004134.87-092150.4   0     1.008000373840332     11.025821795524667  
  J004039.46-092209.3   1     0.8690013885498047    9.990369489674686   
  J004117.17-092205.8   0     0.9130039215087891    9.751021854633384   
  J004219.95-092118.6   1     0.96600341796875      10.65077363911427   
  J004134.70-092100.3   0     1.0079994201660156    10.88313825229998   
  J004112.33-092035.6   1     0.9060001373291016    9.98715973956579    
  J004239.20-092007.1   0     0.6660060882568359    10.135377581654177  
  J004136.20-091930.2   0     0.9130001068115234    10.522074984957227  
  J004113.37-091954.3   0     0.8810024261474609    9.973700379779913   
  J004154.57-091915.3   0     0.9020004272460938    10.119816542641363  
  J004122.59-091834.6   0     0.9730033874511719    9.924816635914384   
  J004148.21-091703.3   0     0.8920001983642578    11.002813779224674  
  J004136.26-091835.1   0     0.9290008544921875    9.733125813371673   
  J004106.51-091749.1   0     0.9169998168945312    10.874431966645398  
  J004149.62-091743.1   1     0.9210014343261719    10.6195941611929    
  J004310.95-091800.3   0     0.44899940490722656   9.5406560177935     
  J004330.64-091740.8   0     0.7420005798339844    9.731716851082824   
  J003935.71-091430.4   1     0.8720035552978516    10.733273512817396  
  J004133.26-091456.8   0     0.917999267578125     10.959983895112481  
  J004110.38-091501.2   0     0.6140022277832031    9.773425860155365   
  J004119.67-091443.3   0     0.9699974060058594    10.308939848739874  
  J004202.17-091427.8   0     0.811004638671875     9.831614501694451   
  J004205.72-091420.8   1     0.7440032958984375    9.807195313482016   
  J004050.40-091323.2   0     0.9719963073730469    10.620928954423173  
  J004150.80-091345.9   0     0.33500099182128906   9.161245190353537   
  J004101.88-091233.0   0     0.948002815246582     11.134403455669872  
  J004200.53-091202.7   0     0.8720035552978516    10.452384510478796  
  J004133.94-091153.3   0     0.9200000762939453    9.906162599130846   
  J004234.21-091052.9   0     0.9839954376220703    10.467699836350501  
  J004112.21-091010.4   0     0.9699993133544922    11.18906056509259   
  J004140.35-091018.2   1     0.8660011291503906    10.215108591639186  
  J003923.00-090954.8   1     0.6639976501464844    11.029075193174242  
  J004112.89-090900.4   1     0.9879970550537109    10.996612366890787  
  J004147.82-090903.8   0     0.8160018920898438    9.256462776838493   
  J004204.76-090756.8   0     0.8360004425048828    10.027059981567355  
  J004154.75-090641.3   0     0.8230018615722656    10.227184582165489  
  J004047.86-090647.8   1     0.5160026550292969    8.867171560036686   
  J004142.90-090615.3   0     0.7430000305175781    9.82443500402107    
  J004225.34-090622.1   1     0.63800048828125      9.54055470632617    
  J004053.65-090607.3   0     0.8799991607666016    10.069760561458319  
  J004310.40-090324.7   0     0.91400146484375      11.146252086586907  
  J004118.48-090438.5   0     0.9229984283447266    9.749589480668162   
  J004235.68-090348.3   0     0.8639984130859375    10.467468995134752  
  J004155.73-090234.8   0     0.8510017395019531    10.608716396820268  
  J004004.89-090302.5   0     0.8950004577636719    10.85981892123765   
  J004205.85-090240.9   0     0.8809986114501953    10.774819771417812  
  J004112.92-090217.1   0     0.9419994354248047    10.428027832601051  
  J004217.59-090137.9   0     0.7860031127929688    9.448062882102255   
  J004134.91-090047.3   1     0.8689994812011719    10.71716269736076   
  J004136.21-085934.7   0     0.6220016479492188    11.162615165831141  
  J004059.09-085958.2   0     0.8839988708496094    10.381593371837983  
  J004012.54-085956.3   0     0.9970016479492188    10.403331591925166  
  J004040.29-085920.1   0     0.8459987640380859    10.182719849627174  
  J004156.04-085928.3   0     0.8729991912841797    9.70740836700603    
  J004146.55-085845.4   0     0.7949981689453125    9.784357643851337   
  J004043.53-085727.2   0     0.8939990997314453    10.48044676258693   
  J004058.12-085647.5   0     0.81500244140625      9.473755483943485   
  J004244.21-085611.6   0     0.9280033111572266    10.680447028457944  
  J004210.28-085551.6   0     0.7899990081787109    10.469322653974508  
  J004242.26-085528.1   0     0.990997314453125     11.05018636128234   
  J004133.90-085556.4   1     0.9470024108886719    10.65794647671124   
  J004258.66-085505.5   1     0.6949977874755859    9.708911868212972   
  J004018.68-085256.8   1     0.9650020599365234    11.472156480586568  
  J004113.35-085354.4   0     0.7189998626708984    10.113689396197518  
  J004149.53-084509.5   0     0.9500007629394531    9.191252540698112   
  J004227.71-084550.7   0     1.0099992752075195    11.297804257774642  
  J004106.89-084621.0   1     0.9630012512207031    10.004995928168539  
  J003945.03-085123.6   1     0.7020034790039062    9.888602340267905   
  J004040.87-084859.1   0     0.4910011291503906    9.947565073651372   
  J004046.47-085005.0   0     0.9189968109130859    11.125601605527885  
  J004034.39-085005.7   1     0.9429969787597656    10.564843532543833  
  J004111.24-085016.1   0     1.0740013122558594    10.114550942705783  
  J004137.10-085135.6   0     0.9179973602294922    9.56949797251899    
  J004045.43-085138.9   0     0.8500022888183594    10.278689615519287  
  J004102.31-085116.2   1     1.0779972076416016    10.396152261091343  
  J004217.91-084831.9   0     0.9279994964599609    10.528550344322642  
  J010912.96-155624.9   0     0.6890010833740234    10.573312651555211  
  J010909.03-155546.8   0     0.6810016632080078    9.85024667815511    
  J010711.11-155427.1   1     0.6500015258789062    9.927360599003679   
  J010914.65-155436.0   0     0.7330036163330078    9.727942005583555   
  J010741.37-155336.2   0     0.6959991455078125    8.995775549929434   
  J010827.21-155254.4   0     0.8210010528564453    9.680792207214619   
  J010708.31-155222.5   1     0.4940013885498047    9.940639479434397   
  J011010.71-154938.8   1     0.7229976654052734    9.587912922220886   
  J011026.38-154944.3   0     0.6229972839355469    9.522856153562385   
  J011016.66-154917.9   1     0.4550018310546875    9.765575413560743   
  J010939.67-154532.8   0     0.7649993896484375    10.258598994171075  
  J010729.52-154506.7   0     0.8780002593994141    10.030227182030588  
  J011004.16-154502.5   1     0.4230003356933594    9.3816510809244     
  J010947.31-154340.8   0     0.6019992828369141    10.308195044331493  
  J011002.14-154234.5   1     0.4139995574951172    10.515987693385982  
  J010926.52-154320.7   0     0.7289981842041016    9.496359426973617   
  J010909.96-154327.0   0     0.9139976501464844    9.468280844292089   
  J011020.23-154215.7   0     0.7829990386962891    10.265899845176456  
  J011006.55-154058.7   0     0.712000846862793     10.615857483437589  
  J011025.93-154152.4   0     0.7130012512207031    9.760282981617452   
  J010946.24-154114.3   0     0.7759990692138672    9.679144340600525   
  J011001.36-153724.6   0     0.7690000534057617    11.323188127287244  
  J011008.87-153917.7   0     0.8430004119873047    9.705010511983735   
  J011044.43-153818.9   0     0.7969989776611328    9.863032434198004   
  J010955.10-153750.9   1     0.5650005340576172    10.328151188081328  
  J011030.20-153712.1   0     0.7609996795654297    10.447579704879143  
  J010824.46-153736.7   1     0.6070060729980469    9.323062248265943   
  J010944.11-153732.0   1     0.9270000457763672    9.819466268847926   
  J011036.91-153639.2   1     0.8120021820068359    10.666297979021335  
  J011003.47-153630.2   0     0.7819995880126953    10.196253574341743  
  J010952.33-153607.1   0     1.010000228881836     10.44851154538955   
  J010953.64-153503.6   1     0.8870029449462891    10.593974631002427  
  J010945.23-153453.9   0     0.8080005645751953    9.789036784461867   
  J010945.20-153405.5   0     0.6569976806640625    9.60567667549872    
  J010952.95-153336.2   1     0.8670005798339844    9.804815226180978   
  J010939.61-153223.6   1     0.7320022583007812    10.322401240480314  
  J010808.65-153155.7   0     0.9659976959228516    10.40047926328183   
  J010824.90-153138.1   0     0.8280029296875       10.168671284389035  
  J011010.30-153125.8   0     0.7129993438720703    9.501944760754231   
  J010837.68-153023.3   0     0.7810020446777344    9.534652971487395   
  J010838.31-152917.7   0     0.9249992370605469    10.483383304664368  
  J010755.55-152918.5   0     0.8150005340576172    9.94147065971109    
  J010750.41-152829.1   0     0.6569995880126953    9.927225584349321   
  J010846.30-152853.2   0     0.8369979858398438    9.739897366182454   
  J010950.61-152806.7   0     0.8489990234375       10.135104009268016  
  J010845.71-152626.0   0     0.8490009307861328    10.600927199843332  
  J010938.02-152615.9   0     0.8420028686523438    10.973929633794622  
  J010848.85-152436.0   0     0.6970005035400391    11.49618907325823   
  J010842.60-152613.5   0     0.927001953125        10.191710834309845  
  J010832.65-152538.2   0     0.7849998474121094    9.405645136689852   
  J010840.78-152452.8   1     0.8500022888183594    10.09164938853399   
  J010830.54-152400.8   1     0.8879985809326172    10.532416741108703  
  J010836.52-152409.9   0     0.7790031433105469    9.91490299369277    
  J010817.70-152322.3   1     0.69000244140625      9.814612456279727   
  J010939.32-152152.1   1     0.8489980697631836    11.316148631849584  
  J011013.85-152330.3   1     0.707000732421875     9.51210113244701    
  J010924.18-152253.0   0     0.6200008392333984    9.523866084163654   
  J010817.84-152121.2   0     0.7279996871948242    11.001885088229015  
  J010843.95-152141.1   0     0.7119979858398438    9.486562232172998   
  J010758.56-152105.3   0     0.7849998474121094    9.794352083537675   
  J010847.40-152026.3   0     0.7759990692138672    9.590167261164769   
  J010958.62-151847.0   0     0.7999992370605469    10.886074268400003  
  J010848.99-151941.1   1     0.8219966888427734    9.906253665931407   
  J010709.50-151912.1   0     0.8289966583251953    9.860827740313391   
  J010709.09-151913.0   0     0.8599987030029297    9.759516003903977   
  J011015.95-151817.1   1     0.7240028381347656    10.656894138935026  
  J010840.31-151820.9   1     0.8250045776367188    10.37880837685755   
  J010710.18-151814.2   1     0.8160018920898438    10.532747998255436  
  J010756.13-151827.7   1     0.9270000457763672    10.113157561032779  
  J010943.52-151740.0   0     0.5949993133544922    9.758724961790838   
  J010752.56-151730.0   0     0.7839984893798828    10.295127083051003  
  J010957.89-151718.6   1     0.41300392150878906   10.150424822291583  
  J011026.71-151550.9   0     0.8979988098144531    11.100804615710205  
  J010939.83-151613.8   1     0.822998046875        9.591438607341589   
  J011100.40-151517.0   1     0.9939956665039062    10.761050097945672  
  J010654.08-151509.4   1     0.6160011291503906    9.692779065374353   
  J010848.41-151537.3   0     0.8860015869140625    9.7598105643915     
  J010742.98-151429.1   0     0.9249973297119141    10.801539548160598  
  J010918.74-151436.3   0     1.0710010528564453    9.717218501769896   
  J010724.81-151323.4   0     0.9039993286132812    9.913115761723484   
  J011033.42-151321.3   0     0.8509960174560547    10.023626898773173  
  J010742.89-151303.2   1     0.7809963226318359    9.62154703174564    
  J011026.95-151217.4   1     0.9539985656738281    10.366703045668913  
  J010732.64-151116.9   0     1.0029964447021484    10.839759505931902  
  J010729.46-150935.6   0     0.9440021514892578    10.953269561040184  
  J010707.69-151003.7   0     0.8929996490478516    10.28425923150019   
  J010747.83-150749.3   0     0.9799976348876953    10.863375210272576  
  J010712.03-150647.1   0     1.0490036010742188    9.905922114932668   
  J010742.39-150619.6   0     0.8229999542236328    9.78888853985754    
  J010749.17-150535.3   0     0.8179988861083984    9.670014733931435   
  J010718.40-150457.9   0     0.7860012054443359    9.130494578876053   
  J010832.40-150310.1   0     0.8550014495849609    10.407186897936054  
  J011022.05-150127.3   0     0.8909988403320312    10.260917687661054  
  J010938.32-150104.8   1     0.5540008544921875    10.869117849223663  
  J010934.81-150141.0   1     0.3970012664794922    9.015007481915326   
  J010749.66-150051.9   0     0.7680015563964844    9.286961426281328   
  J010748.61-145656.3   1     0.6429977416992188    9.026095881809345   
  J010830.63-145704.5   1     0.9150009155273438    11.221265555871193  
  J010909.39-145519.5   1     0.7219982147216797    9.734367727633051   
  J011703.58+000027.5   1     0.9749984741210938    11.008118779157734  
  J011620.35+000015.8   1     0.8259983062744141    9.763173317508723   
  J011500.25+000151.1   0     0.9680023193359375    10.667455745441194  
  J011601.69+000114.1   0     0.8520030975341797    9.630257986889612   
  J011537.19+000158.0   0     0.9070034027099609    10.063644813184656  
  J011532.12+000225.9   0     1.0209980010986328    10.52768661190393   
  J011501.60+000309.9   0     0.7789974212646484    9.317202232170985   
  J011650.73+000328.4   1     0.6559982299804688    9.80449243774077    
  J011354.66+000319.6   0     0.8899993896484375    9.578666710594884   
  J011525.46+000417.8   1     0.8489990234375       9.900700768067916   
  J011532.70+000421.4   0     0.8400001525878906    9.94770810832259    
  J011337.98+000448.4   1     0.7450027465820312    9.888053620171803   
  J011443.55+000522.8   1     0.8110008239746094    10.467942395482712  
  J011559.25+000524.8   0     0.7730007171630859    9.116408460698992   
  J011501.66+000530.1   0     0.8159980773925781    9.410802544839925   
  J011604.11+000603.0   1     0.8170013427734375    9.821277668012879   
  J011523.03+000652.7   1     0.8289985656738281    9.388522151194735   
  J011514.78+000725.5   1     0.9260005950927734    9.655984100836974   
  J011656.54+000817.4   0     0.9790000915527344    10.69392910375125   
  J011537.73+000820.0   1     0.6089992523193359    10.09263996646461   
  J011613.58+000833.4   0     0.8420028686523438    9.680602880338093   
  J011421.55+001047.1   1     0.9609966278076172    11.198929114721917  
  J011411.48+000950.5   0     0.740997314453125     10.73428765206133   
  J011327.02+000924.7   0     0.8500041961669922    9.04656151306381    
  J011516.76+001108.5   0     0.9610004425048828    11.07840604830854   
  J011346.84+001207.5   0     1.0399999618530273    11.046947566483855  
  J011539.70+001114.9   0     0.9349994659423828    10.277051930954915  
  J011515.77+001248.6   1     1.0350008010864258    11.260908158823145  
  J011530.46+001322.4   0     0.7020034790039062    10.853400666812401  
  J011314.47+001129.7   0     0.9359970092773438    10.349764992728426  
  J011422.13+001149.1   0     0.8630008697509766    9.734430146072762   
  J011410.08+001206.3   1     0.9490013122558594    10.610761284450522  
  J011426.79+001138.9   0     0.7229995727539062    8.69661759291299    
  J011601.44+001153.4   0     0.7900028228759766    9.612798689211884   
  J011526.61+001219.3   0     0.7950019836425781    10.218763888254585  
  J011429.81+001216.2   0     0.7870025634765625    10.01625172896552   
  J011415.08+001224.0   0     0.9210033416748047    9.095936102180785   
  J011537.86+001258.3   0     0.7769985198974609    9.643729934343623   
  J011544.85+001400.1   0     0.9500045776367188    10.658913400484192  
  J011448.71+001347.9   1     0.9680023193359375    10.84879487087565   
  J011547.95+001428.1   0     0.4109992980957031    10.35925476304008   
  J011432.92+001401.6   1     0.9829978942871094    10.389330920127485  
  J011516.36+001407.6   0     0.7609977722167969    10.022787033597906  
  J011545.22+001444.9   0     0.6850013732910156    9.937735511295626   
  J011520.85+001533.7   0     0.7049989700317383    10.970390596417099  
  J011443.17+001445.8   0     0.7390003204345703    10.05592085283081   
  J011459.50+001444.7   0     0.6130008697509766    8.99646613889421    
  J011413.77+001449.4   0     0.3569984436035156    8.25589697673095    
  J011502.29+001546.6   0     1.1089973449707031    10.858377778629858  
  J011458.47+001547.6   0     0.9069957733154297    9.75675016592288    
  J011524.87+001654.7   0     0.9250001907348633    10.724351241832382  
  J011518.85+001553.4   0     0.9409999847412109    9.293375808778956   
  J011409.23+001611.0   0     0.7229995727539062    9.634562911439913   
  J011439.66+001614.8   0     0.46000099182128906   8.551435358586303   
  J011443.85+001709.8   1     0.5469989776611328    11.010829786431495  
  J011551.98+001634.2   0     0.6650028228759766    9.22239389682959    
  J011532.02+001723.6   0     0.8169984817504883    10.50278616447478   
  J011454.24+001812.0   0     1.014998435974121     11.109494163421699  
  J011531.18+001757.3   1     0.9690036773681641    10.903403087281895  
  J011456.18+001729.1   0     0.9429969787597656    10.098297546884517  
  J011346.30+001820.8   1     0.9910049438476562    11.07065466619889   
  J011430.82+001928.5   1     0.847996711730957     11.110330406230393  
  J011516.32+001834.3   0     0.5069980621337891    9.255236307562534   
  J011530.89+001846.5   1     0.8930034637451172    10.500568515882488  
  J011544.71+001956.9   1     0.22600364685058594   10.056142250610165  
  J011529.68+001951.8   1     0.8889999389648438    9.558623396073775   
  J011514.34+002019.7   1     0.7179965972900391    10.260991479657314  
  J011521.02+002034.7   0     0.6819953918457031    9.697772289926307   
  J011434.57+002034.3   0     0.8690013885498047    9.687237252805504   
  J011532.20+002110.4   0     0.8890037536621094    9.526424572980284   
  J011538.09+002151.8   0     0.9939994812011719    9.334399444860493   
  J011457.58+002551.1   1     0.9299993515014648    11.578118656875299  
  J011357.17+002217.2   0     0.9080009460449219    10.620482727274034  
  J011456.10+002329.5   0     0.9030017852783203    10.136622288193072  
  J011424.68+002429.0   0     1.0099964141845703    10.755701095504653  
  J011554.41+002402.9   1     1.2859992980957031    9.159284379672078   
  J011336.58+002425.0   0     0.875                 10.175305935660768  
  J011547.77+002433.1   0     0.8070011138916016    9.658041948915097   
  J011456.39+002622.6   0     0.9400005340576172    9.926385153580263   
  J011424.02+002812.1   0     0.8950023651123047    10.495720508817515  
  J011435.29+002825.7   0     0.8000030517578125    9.619176840766777   
  J011454.21+003026.8   0     0.9289999008178711    10.76291927166981   
  J011425.68+003210.3   0     0.6269989013671875    11.016260091563037  
  J011528.86+003053.8   0     0.46600341796875      10.276751239657157  
  J011430.22+003144.1   0     0.897003173828125     10.370270599733082  
  J011456.92+003201.3   0     0.9400005340576172    10.008208274145966  
  J011648.06+003227.2   1     0.8159980773925781    10.573734664939181  
  J011451.21+003303.5   1     0.9169998168945312    10.235020629052599  
  J011611.75+003437.3   1     0.5210018157958984    9.434290989606678   
  J011639.80+003725.7   0     0.7479972839355469    9.632344918882577   
  J011447.21+003755.8   1     0.6499996185302734    9.350591049141398   
  J011556.19+003711.1   0     0.8090000152587891    9.279780970155887   
  J011417.16+003734.4   0     0.7310028076171875    9.641160690655813   
  J011431.75+004001.8   1     1.03399658203125      10.074307992996712  
  J011555.52+004001.5   1     0.8160018920898438    9.305368568887504   
  J011650.88+004040.0   0     0.5320034027099609    9.115244295319458   
  J011421.67+004123.3   0     0.8980045318603516    10.256515711176727  
  J011557.70+004136.1   1     0.5960006713867188    9.693696177981614   
  J011635.64+004532.0   1     0.6210002899169922    10.31016208646734   
  J011541.59+004352.9   1     0.6149997711181641    10.093659795375652  
  J012550.92+081432.1   0     0.8639984130859375    9.440562757813204   
  J012457.29+081448.9   0     0.4979991912841797    9.12167144976488    
  J012521.28+081506.5   0     0.8660011291503906    9.659313262282211   
  J012422.77+081620.9   0     0.8480014801025391    9.797637247168128   
  J012614.11+082005.6   0     0.7350006103515625    9.499942650181216   
  J012401.12+082008.8   0     0.9309959411621094    9.695933239250222   
  J012631.39+082145.7   0     0.9389972686767578    10.217931174044537  
  J012415.90+082143.9   0     0.8159980773925781    9.455701947985117   
  J012430.99+082219.2   0     0.8219985961914062    9.223662031380915   
  J012459.16+082800.3   1     0.6320018768310547    9.717633078850007   
  J012555.44+082844.2   0     0.9849987030029297    9.962688417764465   
  J012419.30+083035.4   0     1.0799999237060547    10.295043449647785  
  J012459.00+083258.9   0     1.0339946746826172    10.355125719236204  
  J012349.84+083354.3   0     1.0760040283203125    10.253134360237887  
  J012423.12+083438.8   0     0.9710006713867188    9.611468404291914   
  J012532.84+083704.5   0     0.9740047454833984    10.317505497247382  
  J012454.21+083656.2   0     0.9360008239746094    9.895433591123757   
  J012450.82+083743.3   0     1.0890007019042969    10.039410164896962  
  J012453.62+083816.3   0     1.0989990234375       10.65763804840911   
  J012431.24+083824.4   0     1.0970020294189453    10.445962065436794  
  J012559.22+083927.1   0     0.8239994049072266    9.978807982020948   
  J012524.14+084406.5   0     1.0400028228759766    10.744037018268312  
  J012527.15+084417.6   1     1.003000259399414     10.46830598035921   
  J012451.38+084428.3   0     1.0979976654052734    10.104483683377012  
  J012540.54+084454.8   0     1.0009994506835938    10.334333084969467  
  J012543.92+084815.4   0     0.9060001373291016    10.609082985227877  
  J012525.08+084824.7   0     1.0099983215332031    10.24660938068914   
  J012414.97+084823.0   0     0.8269977569580078    9.551531719381408   
  J012610.21+085024.2   0     0.6020011901855469    8.848010446606919   
  J012548.37+085127.1   0     1.0340003967285156    10.336841812918676  
  J012606.09+085223.4   0     0.9250011444091797    10.038445284475667  
  J012522.83+085409.8   1     1.05999755859375      10.11532420894105   
  J012456.86+085415.7   0     1.0510005950927734    9.970594172320187   
  J012554.60+085408.8   1     0.983001708984375     9.054348701713122   
  J012634.51+085453.6   0     0.6569976806640625    9.096134532763186   
  J012410.62+090045.6   1     0.7279996871948242    10.924646709171054  
  J012529.44+090028.9   1     0.9469985961914062    10.111773137956973  
  J012633.70+090324.6   1     0.7620000839233398    11.472242887210774  
  J012311.89+090413.2   1     0.7460041046142578    9.760469227882979   
  J012558.92+090828.4   1     1.1119985580444336    10.886995211959372  
  J012321.74+090721.2   1     0.6829967498779297    10.195431900576876  
  J043703.53-223456.8   0     0.83599853515625      9.929286573465705   
  J043753.02-223342.1   1     1.08599853515625      11.376100431603904  
  J044010.53-223321.3   0     0.6599998474121094    9.444311864255093   
  J043704.64-223103.1   0     0.9759960174560547    10.597132201451538  
  J043735.03-223043.2   1     0.9120006561279297    10.825587730931355  
  J043808.27-222859.6   0     0.8500022888183594    10.491995863717293  
  J043917.73-222800.0   0     0.8090000152587891    9.570375958915305   
  J043639.30-222740.1   0     0.9169979095458984    10.054475157572858  
  J043648.51-222608.5   0     0.858001708984375     10.395445203980827  
  J043800.95-222459.7   0     0.8630027770996094    10.328628297321856  
  J043652.10-222346.6   0     0.5369968414306641    9.773624117191671   
  J043638.41-222227.7   0     0.9140052795410156    10.572118482131764  
  J043747.82-222208.6   0     0.8400039672851562    9.599838318886      
  J043647.17-221957.0   0     0.9109973907470703    10.922291974609706  
  J043735.14-221919.4   1     0.9090003967285156    10.794534045977212  
  J043911.23-221930.9   1     0.4909954071044922    10.186295080645277  
  J043759.88-221926.7   0     0.7209968566894531    9.834509709032638   
  J043925.96-221919.6   0     0.9270000457763672    10.269554963678587  
  J043908.61-221838.0   0     0.535003662109375     9.83788755021875    
  J043809.07-221833.6   0     1.0229988098144531    10.223267444042222  
  J043918.76-221752.2   0     0.7899990081787109    9.967736558535274   
  J043906.80-221740.2   0     0.5999984741210938    9.842724044158677   
  J043910.72-221714.8   0     0.17599868774414062   9.214088459176828   
  J043725.60-221654.1   1     0.9930000305175781    10.189546456738926  
  J043829.29-221637.6   0     0.7779998779296875    9.864802873994321   
  J044016.31-221538.8   0     0.5129985809326172    9.539386005418727   
  J043748.34-221509.8   0     0.733001708984375     9.883575152423127   
  J043819.56-221515.3   0     0.8560028076171875    10.1465466302554    
  J043758.30-221455.6   1     0.9190006256103516    10.615387091564543  
  J043754.52-221359.0   1     0.7409982681274414    11.188529159710253  
  J043740.12-221438.0   0     0.76800537109375      10.727401341245907  
  J043731.24-221413.1   0     0.9640007019042969    10.821202277325794  
  J043835.41-221404.1   0     0.7269973754882812    9.871822688117028   
  J043841.62-221344.8   0     0.7110023498535156    9.924310311158266   
  J043827.95-221310.8   0     0.8650016784667969    10.106235120269755  
  J043717.95-221257.5   0     0.8800010681152344    10.704557155626498  
  J043726.67-221200.1   0     0.7660007476806641    10.43905939398609   
  J043707.40-221145.0   0     0.9309959411621094    10.370587098396568  
  J043827.37-221143.2   0     0.6720027923583984    9.724736141648393   
  J043944.31-221009.6   0     0.7919979095458984    10.744868515211893  
  J043856.31-221034.3   0     0.9300003051757812    10.537761210461463  
  J043911.82-221019.0   0     0.6770000457763672    10.08603220280942   
  J043654.12-221025.6   0     0.5860004425048828    9.540482135633445   
  J043731.02-221027.3   0     0.5240001678466797    9.138400585006444   
  J043918.74-221005.4   0     0.7280025482177734    9.780803917394573   
  J043857.11-221005.9   0     0.8549995422363281    9.729899858878884   
  J043807.14-221004.9   0     0.7490024566650391    9.579502368477359   
  J043831.59-220949.2   0     0.6229991912841797    9.838832089978483   
  J043812.24-220938.1   0     0.7870006561279297    9.402359418742865   
  J043932.42-220827.0   0     0.9090003967285156    10.831794933584346  
  J043836.26-220855.7   0     0.6699962615966797    9.762623039491604   
  J043822.60-220814.3   0     0.7269992828369141    10.758440268008055  
  J043825.77-220758.9   1     0.48799896240234375   9.965781959759315   
  J043658.60-220824.2   0     0.6889991760253906    10.409941564108946  
  J043752.67-220813.1   1     0.6339988708496094    10.316232504653195  
